ICAO аэродром вылета,ICAO аэродром прибытия,Аэропорт вылета,Аэропорт прибытия,"Дистанция, км"
UUBW,UUOO,UUBW | ZIA | Раменское | Жуковский,UUOO | VOZ | Воронеж | Чертовицкое,422
UUBW,UUBI,UUBW | ZIA | Раменское | Жуковский,UUBI | IWA | Иваново | Южный,231
UUBW,USII,UUBW | ZIA | Раменское | Жуковский,USII | IJK | Ижевск,959
UUBW,UWKJ,UUBW | ZIA | Раменское | Жуковский,UWKJ | JOK | Йошкар-Ола,618
UUBW,UWKD,UUBW | ZIA | Раменское | Жуковский,UWKD | KZN | Казань,701
UUBW,UUBC,UUBW | ZIA | Раменское | Жуковский,UUBC | KLF | Калуга | Грабцево,159
UUBW,USKK,UUBW | ZIA | Раменское | Жуковский,USKK | KVX | Киров | Победилово,753
UUBW,UUBA,UUBW | ZIA | Раменское | Жуковский,UUBA | KMW | Кострома | Сокеркино,305
UUBW,UUOK,UUBW | ZIA | Раменское | Жуковский,UUOK | URS | Курск | Восточный,440
UUBW,UUOL,UUBW | ZIA | Раменское | Жуковский,UUOL | LPK | Липецк,329
UUBW,UUWW,UUBW | ZIA | Раменское | Жуковский,UUWW | VKO | Москва | Внуково,55
UUBW,UUDD,UUBW | ZIA | Раменское | Жуковский,UUDD | DME | Москва | Домодедово,22
UUBW,UUEE,UUBW | ZIA | Раменское | Жуковский,UUEE | SVO | Москва | Шереметьево,65
UUBW,UWKE,UUBW | ZIA | Раменское | Жуковский,UWKE | NBC | Нижнекамск | Бегишево,878
UUBW,UWGG,UUBW | ZIA | Раменское | Жуковский,UWGG | GOJ | Нижний Новгород | Стригино,360
UUBW,UWPP,UUBW | ZIA | Раменское | Жуковский,UWPP | PEZ | Пенза,523
UUBW,ULPB,UUBW | ZIA | Раменское | Жуковский,ULPB | PES | Петрозаводск | Бесовец,742
UUBW,ULOO,UUBW | ZIA | Раменское | Жуковский,ULOO | PKV | Псков | Кресты,646
UUBW,URRP,UUBW | ZIA | Раменское | Жуковский,URRP | ROV | Ростов-на-Дону | Платов,904
UUBW,UWWW,UUBW | ZIA | Раменское | Жуковский,UWWW | KUF | Самара | Курумоч,808
UUBW,ULLI,UUBW | ZIA | Раменское | Жуковский,ULLI | LED | Санкт-Петербург | Пулково,666
UUBW,UWPS,UUBW | ZIA | Раменское | Жуковский,UWPS | SKX | Саранск,480
UUBW,UWSG,UUBW | ZIA | Раменское | Жуковский,UWSG | Саратов | Гагарин,680
UUBW,UUYY,UUBW | ZIA | Раменское | Жуковский,UUYY | SCW | Сыктывкар,999
UUBW,UUOT,UUBW | ZIA | Раменское | Жуковский,UUOT | TBW | Тамбов | Донское,375
UUBW,UWLL,UUBW | ZIA | Раменское | Жуковский,UWLL | ULV | Ульяновск | Баратаевка,661
UUBW,UWKS,UUBW | ZIA | Раменское | Жуковский,UWKS | CSY | Чебоксары,579
UUBW,ULWC,UUBW | ZIA | Раменское | Жуковский,ULWC | CEE | Череповец,414
UUBW,UUDL,UUBW | ZIA | Раменское | Жуковский,UUDL | IAR | Ярославль | Туношна,255
UHME,UHMA,UHME | Залив Креста,UHMA | DYR | Анадырь | Угольный,232
UHME,UHMR,UHME | Залив Креста,UHMR | Беринговский,379
UHME,UHML,UHME | Залив Креста,UHML | Залив Лаврентия,378
UHME,UHPZ,UHME | Залив Креста,UHPZ | Каменское,827
UHME,UHMK,UHME | Залив Креста,UHMK | KPW | Кепервеем,660
UHME,UHPN,UHME | Залив Креста,UHPN | Манилы,861
UHME,UHMO,UHME | Залив Креста,UHMO | KVM | Марково | Марково,519
UHME,UHMN,UHME | Залив Креста,UHMN | Омолон,935
UHME,UHPA,UHME | Залив Креста,UHPA | Пахачи,871
UHME,UHMP,UHME | Залив Креста,UHMP | PWE | Певек,573
UHME,UHMD,UHME | Залив Креста,UHMD | PVS | Бухта Провидения,350
UHME,UHPT,UHME | Залив Креста,UHPT | Тиличики,993
UHME,UESS,UHME | Залив Креста,UESS | CYX | Черский,870
UHML,UHMA,UHML | Залив Лаврентия,UHMA | DYR | Анадырь | Угольный,535
UHML,UHMR,UHML | Залив Лаврентия,UHMR | Беринговский,548
UHML,UHME,UHML | Залив Лаврентия,UHME | Залив Креста,378
UHML,UHMO,UHML | Залив Лаврентия,UHMO | KVM | Марково | Марково,875
UHML,UHMP,UHML | Залив Лаврентия,UHMP | PWE | Певек,904
UHML,UHMD,UHML | Залив Лаврентия,UHMD | PVS | Бухта Провидения,170
UHBE,UEEA,UHBE | Зея | Зея,UEEA | ADH | Алдан,557
UHBE,UHNA,UHBE | Зея | Зея,UHNA | Аян | Мунук,762
UHBE,UHBB,UHBE | Зея | Зея,UHBB | BQS | Благовещенск | Игнатьево,363
UHBE,UHNB,UHBE | Зея | Зея,UHNB | BQG | Богородское,906
UHBE,UIKB,UHBE | Зея | Зея,UIKB | ODO | Бодайбо,928
UHBE,UHHG,UHBE | Зея | Зея,UHHG | Бомнак,162
UHBE,UHKK,UHBE | Зея | Зея,UHKK | KXK | Комсомольск-на-Амуре | Хурба,766
UHBE,UEMM,UHBE | Зея | Зея,UEMM | GYG | Маган,948
UHBE,UELL,UHBE | Зея | Зея,UELL | NER | Нерюнгри | Чульман,384
UHBE,UHNN,UHBE | Зея | Зея,UHNN | NLI | Николаевск-на-Амуре,902
UHBE,UEMO,UHBE | Зея | Зея,UEMO | OLZ | Олёкминск,847
UHBE,UIKG,UHBE | Зея | Зея,UIKG | Таксимо,831
UHBE,UHBW,UHBE | Зея | Зея,UHBW | TYD | Тында | Тында,232
UHBE,UEMU,UHBE | Зея | Зея,UEMU | UMS | Усть-Мая,865
UHBE,UHHH,UHBE | Зея | Зея,UHHH | KHV | Хабаровск | Новый,805
UHBE,UHNH,UHBE | Зея | Зея,UHNH | Херпучи,784
UHBE,UIAR,UHBE | Зея | Зея,UIAR | Чара,664
UHBE,UIAA,UHBE | Зея | Зея,UIAA | HTA | Чита | Кадала,945
UHBE,UHHY,UHBE | Зея | Зея,UHHY | Чумикан,546
UHBE,UHBP,UHBE | Зея | Зея,UHBP | Экимчан | Экимчан,395
UHBE,UEEE,UHBE | Зея | Зея,UEEE | YKS | Якутск,949
UESU,UEBB,UESU | ZKP | Зырянка,UEBB | Батагай,743
UESU,UESG,UESU | ZKP | Зырянка,UESG | BGN | Белая Гора,372
UESU,UEBD,UESU | ZKP | Зырянка,UEBD | Депутатский,618
UESU,UHPZ,UESU | ZKP | Зырянка,UHPZ | Каменское,827
UESU,UHMK,UESU | ZKP | Зырянка,UHMK | KPW | Кепервеем,708
UESU,UHMM,UESU | ZKP | Зырянка,UHMM | GDX | Магадан | Сокол,650
UESU,UHPN,UESU | ZKP | Зырянка,UHPN | Манилы,790
UESU,UHMO,UESU | ZKP | Зырянка,UHMO | KVM | Марково | Марково,917
UESU,UEMA,UESU | ZKP | Зырянка,UEMA | MQJ | Мома,353
UESU,UHMN,UESU | ZKP | Зырянка,UHMN | Омолон,450
UESU,UHMF,UESU | ZKP | Зырянка,UHMF | Омсукчан,436
UESU,UHPD,UESU | ZKP | Зырянка,UHPD | Оссора,957
UESU,UHOO,UESU | ZKP | Зырянка,UHOO | OHO | Охотск,811
UESU,UHPL,UESU | ZKP | Зырянка,UHPL | Палана,874
UESU,UHMP,UESU | ZKP | Зырянка,UHMP | PWE | Певек,940
UESU,UEBS,UESU | ZKP | Зырянка,UEBS | SUK | Саккырыр,926
UESU,UHMW,UESU | ZKP | Зырянка,UHMW | SWV | Северо-Эвенск,591
UESU,UHMS,UESU | ZKP | Зырянка,UHMS | Сеймчан,323
UESU,UESK,UESU | ZKP | Зырянка,UESK | SEK | Среднеколымск,229
UESU,UHPG,UESU | ZKP | Зырянка,UHPG | Тигиль,977
UESU,UHPT,UESU | ZKP | Зырянка,UHPT | Тиличики,966
UESU,UEBT,UESU | ZKP | Зырянка,UEBT | UKG | Усть-Куйга,794
UESU,UEMT,UESU | ZKP | Зырянка,UEMT | USR | Усть-Нера,388
UESU,UEMH,UESU | ZKP | Зырянка,UEMH | KDY | Хандыга | Теплый Ключ,753
UESU,UESS,UESU | ZKP | Зырянка,UESS | CYX | Черский,560
UESU,UESO,UESU | ZKP | Зырянка,UESO | CKH | Чокурдах,557
UUBI,ULAA,UUBI | IWA | Иваново | Южный,ULAA | ARH | Архангельск | Талаги,853
UUBI,UWSB,UUBI | IWA | Иваново | Южный,UWSB | BWO | Балаково | Малая Быковка,717
UUBI,UUOB,UUBI | IWA | Иваново | Южный,UUOB | EGO | Белгород,756
UUBI,UUBP,UUBI | IWA | Иваново | Южный,UUBP | BZK | Брянск,598
UUBI,ULLK,UUBI | IWA | Иваново | Южный,ULLK | Великий Новгород | Кречевицы,597
UUBI,URWW,UUBI | IWA | Иваново | Южный,URWW | VOG | Волгоград | Гумрак,936
UUBI,ULWW,UUBI | IWA | Иваново | Южный,ULWW | VGD | Вологда,266
UUBI,UUOO,UUBI | IWA | Иваново | Южный,UUOO | VOZ | Воронеж | Чертовицкое,581
UUBI,UUBW,UUBI | IWA | Иваново | Южный,UUBW | ZIA | Раменское | Жуковский,231
UUBI,USII,UUBI | IWA | Иваново | Южный,USII | IJK | Ижевск,762
UUBI,UWKJ,UUBI | IWA | Иваново | Южный,UWKJ | JOK | Йошкар-Ола,425
UUBI,UWKD,UUBI | IWA | Иваново | Южный,UWKD | KZN | Казань,537
UUBI,UUBC,UUBI | IWA | Иваново | Южный,UUBC | KLF | Калуга | Грабцево,391
UUBI,USKK,UUBI | IWA | Иваново | Южный,USKK | KVX | Киров | Победилово,530
UUBI,UUBA,UUBI | IWA | Иваново | Южный,UUBA | KMW | Кострома | Сокеркино,95
UUBI,UUOK,UUBI | IWA | Иваново | Южный,UUOK | URS | Курск | Восточный,651
UUBI,UUOL,UUBI | IWA | Иваново | Южный,UUOL | LPK | Липецк,480
UUBI,UUWW,UUBI | IWA | Иваново | Южный,UUWW | VKO | Москва | Внуково,271
UUBI,UUDD,UUBI | IWA | Иваново | Южный,UUDD | DME | Москва | Домодедово,253
UUBI,UUEE,UUBI | IWA | Иваново | Южный,UUEE | SVO | Москва | Шереметьево,242
UUBI,UWKE,UUBI | IWA | Иваново | Южный,UWKE | NBC | Нижнекамск | Бегишево,707
UUBI,UWGG,UUBI | IWA | Иваново | Южный,UWGG | GOJ | Нижний Новгород | Стригино,192
UUBI,UWPP,UUBI | IWA | Иваново | Южный,UWPP | PEZ | Пенза,500
UUBI,USPP,UUBI | IWA | Иваново | Южный,USPP | PEE | Пермь | Большое Савино,910
UUBI,ULPB,UUBI | IWA | Иваново | Южный,ULPB | PES | Петрозаводск | Бесовец,671
UUBI,ULOO,UUBI | IWA | Иваново | Южный,ULOO | PKV | Псков | Кресты,759
UUBI,UWWW,UUBI | IWA | Иваново | Южный,UWWW | KUF | Самара | Курумоч,699
UUBI,ULLI,UUBI | IWA | Иваново | Южный,ULLI | LED | Санкт-Петербург | Пулково,699
UUBI,UWPS,UUBI | IWA | Иваново | Южный,UWPS | SKX | Саранск,413
UUBI,UWSG,UUBI | IWA | Иваново | Южный,UWSG | Саратов | Гагарин,674
UUBI,ULAS,UUBI | IWA | Иваново | Южный,ULAS | CSH | Соловки,943
UUBI,UUYY,UUBI | IWA | Иваново | Южный,UUYY | SCW | Сыктывкар,769
UUBI,UUOT,UUBI | IWA | Иваново | Южный,UUOT | TBW | Тамбов | Донское,461
UUBI,UWLL,UUBI | IWA | Иваново | Южный,UWLL | ULV | Ульяновск | Баратаевка,547
UUBI,UWUU,UUBI | IWA | Иваново | Южный,UWUU | UFA | Уфа,972
UUBI,UWKS,UUBI | IWA | Иваново | Южный,UWKS | CSY | Чебоксары,405
UUBI,ULWC,UUBI | IWA | Иваново | Южный,ULWC | CEE | Череповец,311
UUBI,UUDL,UUBI | IWA | Иваново | Южный,UUDL | IAR | Ярославль | Туношна,83
UOII,UNIB,UOII | IAA | Игарка,UNIB | Байкит,791
UOII,USDB,UOII | IAA | Игарка,USDB | BVJ | Бованенково,798
UOII,UUYW,UOII | IAA | Игарка,UUYW | VKT | Воркута,962
UOII,UODD,UOII | IAA | Игарка,UODD | DKS | Диксон,716
UOII,USRK,UOII | IAA | Игарка,USRK | KGP | Когалым,817
UOII,USMM,UOII | IAA | Игарка,USMM | NYM | Надым,656
UOII,USNN,UOII | IAA | Игарка,USNN | NJC | Нижневартовск | Нижневартовск,872
UOII,USMU,UOII | IAA | Игарка,USMU | NUX | Новый Уренгой,469
UOII,UOOO,UOII | IAA | Игарка,UOOO | NSK | Норильск | Алыкель,210
UOII,USRO,UOII | IAA | Игарка,USRO | NOJ | Ноябрьск,708
UOII,UNIP,UOII | IAA | Игарка,UNIP | TGP | Подкаменная Тунгуска,671
UOII,USDA,UOII | IAA | Игарка,USDA | SBT | Сабетта,709
UOII,USDD,UOII | IAA | Игарка,USDD | SLY | Салехард,873
UOII,UNIS,UOII | IAA | Игарка,UNIS | Северо-Енисейск,846
UOII,USRR,UOII | IAA | Игарка,USRR | SGC | Сургут,928
UOII,USDS,UOII | IAA | Игарка,USDS | TQL | Тарко-Сале,485
UOII,USDO,UOII | IAA | Игарка,USDO | Толька,437
UOII,UNIT,UOII | IAA | Игарка,UNIT | Тура-Горный,716
UOII,UOTT,UOII | IAA | Игарка,UOTT | THX | Туруханск | Туруханск,191
UOII,USDM,UOII | IAA | Игарка,USDM | Утренний,629
UOII,UOHH,UOII | IAA | Игарка,UOHH | HTG | Хатанга,792
UOII,USMQ,UOII | IAA | Игарка,USMQ | Ямбург,491
USII,UWSB,USII | IJK | Ижевск,UWSB | BWO | Балаково | Малая Быковка,666
USII,ULWW,USII | IJK | Ижевск,ULWW | VGD | Вологда,841
USII,USSS,USII | IJK | Ижевск,USSS | SVX | Екатеринбург | Кольцово,448
USII,UUBW,USII | IJK | Ижевск,UUBW | ZIA | Раменское | Жуковский,959
USII,UUBI,USII | IJK | Ижевск,UUBI | IWA | Иваново | Южный,762
USII,UWKJ,USII | IJK | Ижевск,UWKJ | JOK | Йошкар-Ола,340
USII,UWKD,USII | IJK | Ижевск,UWKD | KZN | Казань,293
USII,USKK,USII | IJK | Ижевск,USKK | KVX | Киров | Победилово,307
USII,UUBA,USII | IJK | Ижевск,UUBA | KMW | Кострома | Сокеркино,756
USII,USUU,USII | IJK | Ижевск,USUU | KRO | Курган,757
USII,USCM,USII | IJK | Ижевск,USCM | MQF | Магнитогорск,510
USII,UUDD,USII | IJK | Ижевск,UUDD | DME | Москва | Домодедово,978
USII,UUEE,USII | IJK | Ижевск,UUEE | SVO | Москва | Шереметьево,993
USII,UWKE,USII | IJK | Ижевск,UWKE | NBC | Нижнекамск | Бегишево,165
USII,UWGG,USII | IJK | Ижевск,UWGG | GOJ | Нижний Новгород | Стригино,598
USII,UWOO,USII | IJK | Ижевск,UWOO | REN | Оренбург,575
USII,UWOR,USII | IJK | Ижевск,UWOR | OSW | Орск,724
USII,UWPP,USII | IJK | Ижевск,UWPP | PEZ | Пенза,680
USII,USPP,USII | IJK | Ижевск,USPP | PEE | Пермь | Большое Савино,195
USII,UWWW,USII | IJK | Ижевск,UWWW | KUF | Самара | Курумоч,426
USII,UWPS,USII | IJK | Ижевск,UWPS | SKX | Саранск,601
USII,UWSG,USII | IJK | Ижевск,UWSG | Саратов | Гагарин,741
USII,UUYY,USII | IJK | Ижевск,UUYY | SCW | Сыктывкар,556
USII,UUOT,USII | IJK | Ижевск,UUOT | TBW | Тамбов | Донское,889
USII,USTR,USII | IJK | Ижевск,USTR | TJM | Тюмень | Рощино,720
USII,UWLL,USII | IJK | Ижевск,UWLL | ULV | Ульяновск | Баратаевка,436
USII,UWUU,USII | IJK | Ижевск,UWUU | UFA | Уфа,295
USII,UWKS,USII | IJK | Ижевск,UWKS | CSY | Чебоксары,385
USII,USCC,USII | IJK | Ижевск,USCC | CEK | Челябинск | Баландино,528
USII,ULWC,USII | IJK | Ижевск,ULWC | CEE | Череповец,948
USII,UUDL,USII | IJK | Ижевск,UUDL | IAR | Ярославль | Туношна,807
UIII,UNAA,UIII | IKT | Иркутск,UNAA | ABA | Абакан,887
UIII,UIKB,UIII | IKT | Иркутск,UIKB | ODO | Бодайбо,883
UIII,UIBB,UIII | IKT | Иркутск,UIBB | BTK | Братск,489
UIII,UNIW,UIII | IKT | Иркутск,UNIW | Ванавара,909
UIII,UIKK,UIII | IKT | Иркутск,UIKK | KCK | Киренск,655
UIII,UNKI,UIII | IKT | Иркутск,UNKI | Кодинск,768
UIII,UNKL,UIII | IKT | Иркутск,UNKL | KJA | Красноярск | Емельяново,888
UIII,UNKY,UIII | IKT | Иркутск,UNKY | KYZ | Кызыл,689
UIII,UNIM,UIII | IKT | Иркутск,UNIM | Мотыгино,898
UIII,UIUN,UIII | IKT | Иркутск,UIUN | Нижнеангарск,520
UIII,UIKG,UIII | IKT | Иркутск,UIKG | Таксимо,821
UIII,UECT,UIII | IKT | Иркутск,UECT | TLK | Талакан,942
UIII,UIUU,UIII | IKT | Иркутск,UIUU | UUD | Улан-Удэ | Байкал,215
UIII,UITT,UIII | IKT | Иркутск,UITT | UKX | Усть-Кут | Усть-Кут,518
UIII,UIAA,UIII | IKT | Иркутск,UIAA | HTA | Чита | Кадала,610
UWKJ,ULAA,UWKJ | JOK | Йошкар-Ола,ULAA | ARH | Архангельск | Талаги,961
UWKJ,UWSB,UWKJ | JOK | Йошкар-Ола,UWSB | BWO | Балаково | Малая Быковка,539
UWKJ,UUBP,UWKJ | JOK | Йошкар-Ола,UUBP | BZK | Брянск,958
UWKJ,URWW,UWKJ | JOK | Йошкар-Ола,URWW | VOG | Волгоград | Гумрак,913
UWKJ,ULWW,UWKJ | JOK | Йошкар-Ола,ULWW | VGD | Вологда,550
UWKJ,UUOO,UWKJ | JOK | Йошкар-Ола,UUOO | VOZ | Воронеж | Чертовицкое,783
UWKJ,USSS,UWKJ | JOK | Йошкар-Ола,USSS | SVX | Екатеринбург | Кольцово,789
UWKJ,UUBW,UWKJ | JOK | Йошкар-Ола,UUBW | ZIA | Раменское | Жуковский,618
UWKJ,UUBI,UWKJ | JOK | Йошкар-Ола,UUBI | IWA | Иваново | Южный,425
UWKJ,USII,UWKJ | JOK | Йошкар-Ола,USII | IJK | Ижевск,340
UWKJ,UWKD,UWKJ | JOK | Йошкар-Ола,UWKD | KZN | Казань,149
UWKJ,UUBC,UWKJ | JOK | Йошкар-Ола,UUBC | KLF | Калуга | Грабцево,763
UWKJ,USKK,UWKJ | JOK | Йошкар-Ола,USKK | KVX | Киров | Победилово,218
UWKJ,UUBA,UWKJ | JOK | Йошкар-Ола,UUBA | KMW | Кострома | Сокеркино,432
UWKJ,UUOK,UWKJ | JOK | Йошкар-Ола,UUOK | URS | Курск | Восточный,934
UWKJ,UUOL,UWKJ | JOK | Йошкар-Ола,UUOL | LPK | Липецк,698
UWKJ,USCM,UWKJ | JOK | Йошкар-Ола,USCM | MQF | Магнитогорск,784
UWKJ,UUWW,UWKJ | JOK | Йошкар-Ола,UUWW | VKO | Москва | Внуково,670
UWKJ,UUDD,UWKJ | JOK | Йошкар-Ола,UUDD | DME | Москва | Домодедово,638
UWKJ,UUEE,UWKJ | JOK | Йошкар-Ола,UUEE | SVO | Москва | Шереметьево,652
UWKJ,UWKE,UWKJ | JOK | Йошкар-Ола,UWKE | NBC | Нижнекамск | Бегишево,290
UWKJ,UWGG,UWKJ | JOK | Йошкар-Ола,UWGG | GOJ | Нижний Новгород | Стригино,258
UWKJ,UWOO,UWKJ | JOK | Йошкар-Ола,UWOO | REN | Оренбург,735
UWKJ,UWOR,UWKJ | JOK | Йошкар-Ола,UWOR | OSW | Орск,940
UWKJ,UWPP,UWKJ | JOK | Йошкар-Ола,UWPP | PEZ | Пенза,440
UWKJ,USPP,UWKJ | JOK | Йошкар-Ола,USPP | PEE | Пермь | Большое Савино,507
UWKJ,ULPB,UWKJ | JOK | Йошкар-Ола,ULPB | PES | Петрозаводск | Бесовец,969
UWKJ,UWWW,UWKJ | JOK | Йошкар-Ола,UWWW | KUF | Самара | Курумоч,384
UWKJ,UWPS,UWKJ | JOK | Йошкар-Ола,UWPS | SKX | Саранск,333
UWKJ,UWSG,UWKJ | JOK | Йошкар-Ола,UWSG | Саратов | Гагарин,566
UWKJ,UUYY,UWKJ | JOK | Йошкар-Ола,UUYY | SCW | Сыктывкар,575
UWKJ,UUOT,UWKJ | JOK | Йошкар-Ола,UUOT | TBW | Тамбов | Донское,598
UWKJ,UWLL,UWKJ | JOK | Йошкар-Ола,UWLL | ULV | Ульяновск | Баратаевка,272
UWKJ,UWUU,UWKJ | JOK | Йошкар-Ола,UWUU | UFA | Уфа,556
UWKJ,UWKS,UWKJ | JOK | Йошкар-Ола,UWKS | CSY | Чебоксары,76
UWKJ,USCC,UWKJ | JOK | Йошкар-Ола,USCC | CEK | Челябинск | Баландино,861
UWKJ,ULWC,UWKJ | JOK | Йошкар-Ола,ULWC | CEE | Череповец,649
UWKJ,UUDL,UWKJ | JOK | Йошкар-Ола,UUDL | IAR | Ярославль | Туношна,477
UWKD,UWSB,UWKD | KZN | Казань,UWSB | BWO | Балаково | Малая Быковка,429
UWKD,URWW,UWKD | KZN | Казань,URWW | VOG | Волгоград | Гумрак,830
UWKD,ULWW,UWKD | KZN | Казань,ULWW | VGD | Вологда,693
UWKD,UUOO,UWKD | KZN | Казань,UUOO | VOZ | Воронеж | Чертовицкое,785
UWKD,USSS,UWKD | KZN | Казань,USSS | SVX | Екатеринбург | Кольцово,725
UWKD,UUBW,UWKD | KZN | Казань,UUBW | ZIA | Раменское | Жуковский,701
UWKD,UUBI,UWKD | KZN | Казань,UUBI | IWA | Иваново | Южный,537
UWKD,USII,UWKD | KZN | Казань,USII | IJK | Ижевск,293
UWKD,UWKJ,UWKD | KZN | Казань,UWKJ | JOK | Йошкар-Ола,149
UWKD,UUBC,UWKD | KZN | Казань,UUBC | KLF | Калуга | Грабцево,831
UWKD,USKK,UWKD | KZN | Казань,USKK | KVX | Киров | Победилово,322
UWKD,UUBA,UWKD | KZN | Казань,UUBA | KMW | Кострома | Сокеркино,561
UWKD,UUOK,UWKD | KZN | Казань,UUOK | URS | Курск | Восточный,957
UWKD,UUOL,UWKD | KZN | Казань,UUOL | LPK | Липецк,712
UWKD,USCM,UWKD | KZN | Казань,USCM | MQF | Магнитогорск,660
UWKD,UUWW,UWKD | KZN | Казань,UUWW | VKO | Москва | Внуково,755
UWKD,UUDD,UWKD | KZN | Казань,UUDD | DME | Москва | Домодедово,718
UWKD,UUEE,UWKD | KZN | Казань,UUEE | SVO | Москва | Шереметьево,744
UWKD,UWKE,UWKD | KZN | Казань,UWKE | NBC | Нижнекамск | Бегишево,177
UWKD,UWGG,UWKD | KZN | Казань,UWGG | GOJ | Нижний Новгород | Стригино,350
UWKD,UWOO,UWKD | KZN | Казань,UWOO | REN | Оренбург,588
UWKD,UWOR,UWKD | KZN | Казань,UWOR | OSW | Орск,798
UWKD,UWPP,UWKD | KZN | Казань,UWPP | PEZ | Пенза,392
UWKD,USPP,UWKD | KZN | Казань,USPP | PEE | Пермь | Большое Савино,485
UWKD,UWWW,UWKD | KZN | Казань,UWWW | KUF | Самара | Курумоч,241
UWKD,UWPS,UWKD | KZN | Казань,UWPS | SKX | Саранск,308
UWKD,UWSG,UWKD | KZN | Казань,UWSG | Саратов | Гагарин,479
UWKD,UUYY,UWKD | KZN | Казань,UUYY | SCW | Сыктывкар,678
UWKD,UUOT,UWKD | KZN | Казань,UUOT | TBW | Тамбов | Донское,596
UWKD,UWLL,UWKD | KZN | Казань,UWLL | ULV | Ульяновск | Баратаевка,163
UWKD,UWUU,UWKD | KZN | Казань,UWUU | UFA | Уфа,436
UWKD,UWKS,UWKD | KZN | Казань,UWKS | CSY | Чебоксары,132
UWKD,USCC,UWKD | KZN | Казань,USCC | CEK | Челябинск | Баландино,773
UWKD,ULWC,UWKD | KZN | Казань,ULWC | CEE | Череповец,788
UWKD,UUDL,UWKD | KZN | Казань,UUDL | IAR | Ярославль | Туношна,600
UMKK,UUBP,UMKK | KGD | Калининград | Храброво,UUBP | BZK | Брянск,906
UMKK,ULLK,UMKK | KGD | Калининград | Храброво,ULLK | Великий Новгород | Кречевицы,778
UMKK,ULOO,UMKK | KGD | Калининград | Храброво,ULOO | PKV | Псков | Кресты,579
UMKK,ULLI,UMKK | KGD | Калининград | Храброво,ULLI | LED | Санкт-Петербург | Пулково,796
UUBC,UWSB,UUBC | KLF | Калуга | Грабцево,UWSB | BWO | Балаково | Малая Быковка,815
UUBC,UUOB,UUBC | KLF | Калуга | Грабцево,UUOB | EGO | Белгород,434
UUBC,UUBP,UUBC | KLF | Калуга | Грабцево,UUBP | BZK | Брянск,207
UUBC,ULLK,UUBC | KLF | Калуга | Грабцево,ULLK | Великий Новгород | Кречевицы,547
UUBC,URWW,UUBC | KLF | Калуга | Грабцево,URWW | VOG | Волгоград | Гумрак,844
UUBC,ULWW,UUBC | KLF | Калуга | Грабцево,ULWW | VGD | Вологда,570
UUBC,UUOO,UUBC | KLF | Калуга | Грабцево,UUOO | VOZ | Воронеж | Чертовицкое,359
UUBC,UUBW,UUBC | KLF | Калуга | Грабцево,UUBW | ZIA | Раменское | Жуковский,159
UUBC,UUBI,UUBC | KLF | Калуга | Грабцево,UUBI | IWA | Иваново | Южный,391
UUBC,UWKJ,UUBC | KLF | Калуга | Грабцево,UWKJ | JOK | Йошкар-Ола,763
UUBC,UWKD,UUBC | KLF | Калуга | Грабцево,UWKD | KZN | Казань,831
UUBC,USKK,UUBC | KLF | Калуга | Грабцево,USKK | KVX | Киров | Победилово,909
UUBC,UUBA,UUBC | KLF | Калуга | Грабцево,UUBA | KMW | Кострома | Сокеркино,462
UUBC,UUOK,UUBC | KLF | Калуга | Грабцево,UUOK | URS | Курск | Восточный,311
UUBC,UUOL,UUBC | KLF | Калуга | Грабцево,UUOL | LPK | Липецк,293
UUBC,UUWW,UUBC | KLF | Калуга | Грабцево,UUWW | VKO | Москва | Внуково,130
UUBC,UUDD,UUBC | KLF | Калуга | Грабцево,UUDD | DME | Москва | Домодедово,137
UUBC,UUEE,UUBC | KLF | Калуга | Грабцево,UUEE | SVO | Москва | Шереметьево,171
UUBC,UWGG,UUBC | KLF | Калуга | Грабцево,UWGG | GOJ | Нижний Новгород | Стригино,505
UUBC,UWPP,UUBC | KLF | Калуга | Грабцево,UWPP | PEZ | Пенза,591
UUBC,ULPB,UUBC | KLF | Калуга | Грабцево,ULPB | PES | Петрозаводск | Бесовец,827
UUBC,ULOO,UUBC | KLF | Калуга | Грабцево,ULOO | PKV | Псков | Кресты,611
UUBC,URRP,UUBC | KLF | Калуга | Грабцево,URRP | ROV | Ростов-на-Дону | Платов,823
UUBC,UWWW,UUBC | KLF | Калуга | Грабцево,UWWW | KUF | Самара | Курумоч,909
UUBC,ULLI,UUBC | KLF | Калуга | Грабцево,ULLI | LED | Санкт-Петербург | Пулково,691
UUBC,UWPS,UUBC | KLF | Калуга | Грабцево,UWPS | SKX | Саранск,576
UUBC,UWSG,UUBC | KLF | Калуга | Грабцево,UWSG | Саратов | Гагарин,727
UUBC,UUOT,UUBC | KLF | Калуга | Грабцево,UUOT | TBW | Тамбов | Донское,389
UUBC,UWLL,UUBC | KLF | Калуга | Грабцево,UWLL | ULV | Ульяновск | Баратаевка,769
UUBC,UWKS,UUBC | KLF | Калуга | Грабцево,UWKS | CSY | Чебоксары,716
UUBC,ULWC,UUBC | KLF | Калуга | Грабцево,ULWC | CEE | Череповец,535
UUBC,UUDL,UUBC | KLF | Калуга | Грабцево,UUDL | IAR | Ярославль | Туношна,409
UHPZ,UHMA,UHPZ | Каменское,UHMA | DYR | Анадырь | Угольный,624
UHPZ,UHMR,UHPZ | Каменское,UHMR | Беринговский,671
